name,status,keypoints
Image_1009.jpg,sleeping,"[[[[0.23679115 0.6315654  0.66076297]
   [0.16121046 0.60303396 0.784279  ]
   [0.23786904 0.5125001  0.51771843]
   [0.18981808 0.57195926 0.31876877]
   [0.3649847  0.42465532 0.6281331 ]
   [0.34578094 0.7314519  0.38125765]
   [0.6076533  0.36763465 0.7336861 ]
   [0.56044245 0.7147494  0.09608215]
   [0.88476783 0.65978956 0.08806914]
   [0.50773245 0.7450745  0.02508318]
   [0.77843785 0.7956011  0.03727326]
   [0.5913819  0.8144224  0.02398387]
   [0.9804591  0.6825557  0.04208574]
   [0.798317   0.7955981  0.02265069]
   [0.9877946  0.25277323 0.07499093]
   [0.98557407 0.68350744 0.03090614]
   [0.7156212  0.70896375 0.0040575 ]]]]"
Image_10091.jpg,sitting,"[[[[0.42067522 0.5703177  0.7556659 ]
   [0.39057687 0.59164405 0.78950524]
   [0.40273473 0.55588096 0.77392757]
   [0.3696801  0.64876556 0.9201254 ]
   [0.39837763 0.56497055 0.73819625]
   [0.50317055 0.7251661  0.73625594]
   [0.454777   0.5332711  0.86945856]
   [0.6843262  0.7383804  0.5207246 ]
   [0.5806369  0.4368818  0.23802745]
   [0.7293227  0.7113692  0.08390272]
   [0.67850137 0.40908018 0.8925877 ]
   [0.6111625  0.4744291  0.42585883]
   [0.5555311  0.42297485 0.7496604 ]
   [0.64395493 0.29691836 0.44446823]
   [0.64345026 0.26829112 0.4396691 ]
   [0.68054885 0.19413683 0.31967616]
   [0.6015487  0.0936301  0.5447962 ]]]]"
Image_10104.jpg,sleeping,"[[[[0.4348936  0.29899114 0.63890237]
   [0.40057003 0.29906702 0.88805795]
   [0.40318975 0.29235023 0.753095  ]
   [0.34186164 0.376653   0.73411   ]
   [0.33475423 0.37380093 0.8286482 ]
   [0.48568723 0.40290278 0.7770151 ]
   [0.3144066  0.5621505  0.64745146]
   [0.77921253 0.4086029  0.9297264 ]
   [0.47566906 0.5515771  0.10151687]
   [0.70051783 0.1744934  0.8149661 ]
   [0.48875105 0.42573205 0.08044401]
   [0.5373253  0.92894506 0.55453396]
   [0.60611767 0.93250674 0.41338044]
   [0.79964185 0.57255447 0.0220153 ]
   [0.80931115 0.9720496  0.14078009]
   [0.7347521  0.66390896 0.01942471]
   [0.78120536 0.92481834 0.01973248]]]]"
Image_10108.jpg,running,"[[[[0.39269397 0.5358463  0.48470408]
   [0.3788733  0.5498608  0.42392492]
   [0.37991256 0.5480292  0.40069634]
   [0.3911535  0.5909592  0.58971995]
   [0.39123294 0.58842593 0.46180606]
   [0.44189888 0.61359996 0.6867872 ]
   [0.45223275 0.5746839  0.66915476]
   [0.51853687 0.72060794 0.68224865]
   [0.5582053  0.61069727 0.28177115]
   [0.6051331  0.65103143 0.7149525 ]
   [0.6151177  0.60739976 0.38075194]
   [0.6513047  0.6064     0.20635116]
   [0.6543263  0.5716438  0.15684292]
   [0.6122324  0.61585087 0.02625501]
   [0.6309034  0.5654501  0.01186627]
   [0.6521744  0.6388512  0.01656678]
   [0.6647633  0.60122067 0.01705664]]]]"
Image_10126.jpg,running,"[[[[0.26131976 0.4393138  0.6426296 ]
   [0.24858639 0.45138174 0.6764507 ]
   [0.25236648 0.43258166 0.66228163]
   [0.24911481 0.4852946  0.652177  ]
   [0.25427333 0.440983   0.5781137 ]
   [0.30563593 0.5136801  0.82393235]
   [0.31054235 0.44589275 0.9050087 ]
   [0.37684894 0.6088106  0.83855313]
   [0.3867935  0.44042614 0.81860274]
   [0.46571752 0.5672773  0.7369788 ]
   [0.40349838 0.40753666 0.81136113]
   [0.5020272  0.5299308  0.80037874]
   [0.5000873  0.50117797 0.81214786]
   [0.60953146 0.43482512 0.6875618 ]
   [0.6145339  0.58347917 0.89034945]
   [0.76417863 0.4434416  0.86547154]
   [0.6885616  0.6990424  0.8283294 ]]]]"
Image_10140.jpg,sleeping,"[[[[0.561243   0.36852628 0.31276333]
   [0.55771947 0.35545534 0.36099532]
   [0.5460055  0.3879223  0.16645038]
   [0.56510496 0.34119442 0.40840036]
   [0.5498398  0.3922502  0.259521  ]
   [0.61021465 0.33335543 0.39179364]
   [0.5701786  0.42482826 0.27538872]
   [0.69424707 0.31484768 0.35718626]
   [0.61175823 0.49280122 0.26546115]
   [0.71326196 0.3157462  0.13326588]
   [0.71205574 0.33232483 0.22548231]
   [0.6720564  0.37358645 0.23024845]
   [0.6573488  0.43612793 0.2859087 ]
   [0.7598452  0.447377   0.2403028 ]
   [0.7454256  0.5551243  0.53511745]
   [0.757959   0.4019256  0.18644506]
   [0.7550737  0.39594513 0.2122212 ]]]]"
Image_10148.jpg,sleeping,"[[[[0.6350659  0.37895072 0.44701165]
   [0.592188   0.36459568 0.39065203]
   [0.61186355 0.33149093 0.35404247]
   [0.46189508 0.4101252  0.4487175 ]
   [0.5127224  0.37004253 0.15454212]
   [0.42216876 0.5337755  0.20106655]
   [0.44348058 0.49788085 0.24638128]
   [0.21284665 0.47783932 0.7870195 ]
   [0.58551097 0.50231713 0.07196856]
   [0.72333187 0.37959766 0.50378174]
   [0.7024358  0.3765869  0.3072825 ]
   [0.36839327 0.85945225 0.05210385]
   [0.44285962 0.8217548  0.05757347]
   [0.7085712  0.7523814  0.05933133]
   [0.49095532 0.8670887  0.16456568]
   [0.7202008  0.760801   0.06240058]
   [0.72308147 0.76696867 0.02727276]]]]"
Image_10169.jpg,sitting,"[[[[0.21644391 0.3578303  0.6071945 ]
   [0.19411772 0.37843713 0.89099157]
   [0.19384713 0.34159884 0.86091197]
   [0.2066786  0.40661252 0.7561259 ]
   [0.20431282 0.3258357  0.6880782 ]
   [0.30932578 0.45237896 0.7450547 ]
   [0.30419198 0.30240563 0.8801408 ]
   [0.4450048  0.4894126  0.67549026]
   [0.4432686  0.24092232 0.92295337]
   [0.49797323 0.47997305 0.6368319 ]
   [0.3017581  0.21441294 0.704332  ]
   [0.5561354  0.45513675 0.76233935]
   [0.58464104 0.3920635  0.9448652 ]
   [0.56423956 0.6731671  0.71401656]
   [0.48940617 0.632211   0.75901103]
   [0.76603156 0.8569816  0.7162032 ]
   [0.7449533  0.733105   0.6281103 ]]]]"
Image_10170.jpg,sleeping,"[[[[0.5249629  0.15021984 0.1309067 ]
   [0.49937913 0.15012488 0.23689333]
   [0.54149204 0.0956654  0.11343497]
   [0.4283213  0.16623628 0.22940812]
   [0.51270014 0.07615604 0.08959955]
   [0.35615203 0.28566098 0.26106304]
   [0.49290848 0.15738425 0.1440759 ]
   [0.28530154 0.35180622 0.14168385]
   [0.5621525  0.25915164 0.14874944]
   [0.67105174 0.24215426 0.42863733]
   [0.6670616  0.23754437 0.15826073]
   [0.3021688  0.5595664  0.47140563]
   [0.33621454 0.46625882 0.51986974]
   [0.3122032  0.8283023  0.11838511]
   [0.45461565 0.67473954 0.01653749]
   [0.5495704  0.6654053  0.09866425]
   [0.57223487 0.59364605 0.05987358]]]]"
Image_10171.jpg,sleeping,"[[[[0.4512786  0.5411774  0.5080664 ]
   [0.43754902 0.55125535 0.38356858]
   [0.42944315 0.52600735 0.52042234]
   [0.42866337 0.5502766  0.51061165]
   [0.4151678  0.4829399  0.39805862]
   [0.48130742 0.56348085 0.59585357]
   [0.43278897 0.44849038 0.60320497]
   [0.5783696  0.5934562  0.3674139 ]
   [0.5432471  0.3733017  0.4261027 ]
   [0.5658189  0.33266264 0.30641738]
   [0.5509499  0.28785223 0.27451745]
   [0.6191136  0.4877978  0.1910148 ]
   [0.60110444 0.37678647 0.5249009 ]
   [0.5726896  0.62435013 0.50542665]
   [0.58335835 0.37750942 0.03785104]
   [0.5877406  0.33034116 0.25891805]
   [0.5566951  0.25369436 0.16112146]]]]"
Image_10180.jpg,sleeping,"[[[[0.34509972 0.6325148  0.59397036]
   [0.37662226 0.6812679  0.72624785]
   [0.36700532 0.68532705 0.5030022 ]
   [0.53315926 0.6946951  0.80731994]
   [0.5164891  0.6792063  0.6501032 ]
   [0.587026   0.4639327  0.81152785]
   [0.4750712  0.43617192 0.21337962]
   [0.6933438  0.14498998 0.19949707]
   [0.4095112  0.20428215 0.08654776]
   [0.48781684 0.07315233 0.03476238]
   [0.3114465  0.06933631 0.1347318 ]
   [0.41757116 0.00875664 0.08147711]
   [0.33282992 0.05861431 0.09101436]
   [0.4398207  0.5213173  0.02657172]
   [0.3416147  0.11112693 0.09412971]
   [0.3789075  0.2905122  0.03235674]
   [0.29985452 0.06270939 0.2364429 ]]]]"
Image_10195.jpg,running,"[[[[0.28529435 0.6093504  0.62540114]
   [0.25662112 0.641836   0.7195001 ]
   [0.2564312  0.5957471  0.6526575 ]
   [0.27110294 0.704067   0.6861928 ]
   [0.2673381  0.6009135  0.5096826 ]
   [0.385823   0.7465127  0.70395875]
   [0.39365432 0.576341   0.76589453]
   [0.6033516  0.7518988  0.8959936 ]
   [0.5629672  0.60118645 0.59586406]
   [0.49875644 0.6136128  0.50586474]
   [0.55131954 0.5395864  0.6496349 ]
   [0.76291275 0.76032746 0.9217719 ]
   [0.7559321  0.6223533  0.8683089 ]
   [0.8266286  0.78770244 0.00800866]
   [0.83016837 0.5957415  0.01012999]
   [0.95960164 0.7872476  0.00359067]
   [0.99706334 0.61346155 0.00220978]]]]"
Image_10199.jpg,sitting,"[[[[0.25581333 0.5788647  0.02832353]
   [0.24904853 0.5794474  0.02309197]
   [0.20883074 0.64609975 0.01399806]
   [0.22794028 0.5107837  0.02287075]
   [0.2044811  0.48930842 0.00824708]
   [0.23504327 0.51179147 0.16152465]
   [0.24663721 0.4037772  0.31862596]
   [0.27122444 0.603515   0.07954586]
   [0.23692365 0.47405022 0.16097653]
   [0.27256322 0.6074045  0.07836285]
   [0.28909394 0.5792343  0.04501659]
   [0.4303007  0.5288305  0.37946883]
   [0.44159317 0.48519886 0.32416   ]
   [0.37851864 0.6900606  0.50429535]
   [0.37616527 0.6853918  0.34235165]
   [0.75169414 0.6951972  0.51884735]
   [0.7551474  0.66797984 0.65234464]]]]"
Image_10235.jpg,sleeping,"[[[[0.43870237 0.39823002 0.5242388 ]
   [0.36665475 0.38385004 0.6335459 ]
   [0.44938362 0.34275627 0.5027651 ]
   [0.28824714 0.45316657 0.5245519 ]
   [0.47840357 0.3492317  0.42206898]
   [0.32551938 0.620977   0.3824979 ]
   [0.53442067 0.54700834 0.11594638]
   [0.36576152 0.65194565 0.08800402]
   [0.6927442  0.57107055 0.06838724]
   [0.3879578  0.6296257  0.08089191]
   [0.5406852  0.84333974 0.27878118]
   [0.4167748  0.9118887  0.14575133]
   [0.5070607  0.8638428  0.15136307]
   [0.59861124 0.6688269  0.05774531]
   [0.61350286 0.66206837 0.0462141 ]
   [0.48418164 0.88683    0.11987588]
   [0.48651206 0.62863654 0.01490924]]]]"
Image_10244.jpg,sleeping,"[[[[0.3554753  0.6432739  0.594009  ]
   [0.3433038  0.72148806 0.60295635]
   [0.26144463 0.638134   0.6774063 ]
   [0.36555952 0.7339865  0.5074989 ]
   [0.16560413 0.56142324 0.6467316 ]
   [0.4479688  0.5118973  0.60287976]
   [0.21194957 0.3196044  0.77113193]
   [0.70483714 0.5344191  0.15753087]
   [0.67115104 0.41658345 0.6208824 ]
   [0.81030244 0.5107878  0.3198645 ]
   [0.5343136  0.81185627 0.60988975]
   [0.51445436 0.14260441 0.02684632]
   [0.42397645 0.02851034 0.00939339]
   [0.7082839  0.4294887  0.04141596]
   [0.67227554 0.41097662 0.05809474]
   [0.78066033 0.44778714 0.0745312 ]
   [0.76627946 0.45089918 0.09475198]]]]"
Image_10246.jpg,sleeping,"[[[[0.44380906 0.23923555 0.7729787 ]
   [0.366179   0.22927108 0.82306564]
   [0.455436   0.17791332 0.6424148 ]
   [0.29269344 0.27034673 0.67740875]
   [0.47596002 0.16478221 0.572193  ]
   [0.3259449  0.44043368 0.5245667 ]
   [0.5858884  0.27165693 0.1857576 ]
   [0.29245338 0.54337907 0.6815234 ]
   [0.7226382  0.42993462 0.7210944 ]
   [0.21405248 0.36165357 0.7438435 ]
   [0.565684   0.1543946  0.59490716]
   [0.41656935 0.8975663  0.15609202]
   [0.5666349  0.8638435  0.1921576 ]
   [0.58272684 0.68711615 0.00910348]
   [0.6922822  0.5834965  0.04218537]
   [0.6301388  0.67224467 0.01114097]
   [0.668499   0.70628273 0.0132955 ]]]]"
Image_10259.jpg,sitting,"[[[[0.273523   0.3190611  0.8980833 ]
   [0.23436508 0.36151373 0.4956182 ]
   [0.23502213 0.29877993 0.6662162 ]
   [0.2475491  0.4641934  0.77320325]
   [0.24115188 0.31874222 0.6001872 ]
   [0.39521384 0.5045711  0.91327775]
   [0.38977316 0.2794589  0.87669075]
   [0.54652625 0.5357793  0.95005167]
   [0.5539979  0.26665193 0.82983464]
   [0.6660776  0.5632112  0.8708936 ]
   [0.6962266  0.24930444 0.8231966 ]
   [0.6729679  0.46172154 0.9244126 ]
   [0.66466826 0.3383988  0.90856975]
   [0.9004187  0.4477812  0.7519636 ]
   [0.8829641  0.35094035 0.409589  ]
   [0.9718713  0.4387231  0.38097805]
   [0.9638682  0.3421729  0.28359258]]]]"
Image_10261.jpg,sleeping,"[[[[0.51611257 0.40180972 0.63095075]
   [0.38971135 0.522377   0.65233684]
   [0.44688103 0.36007708 0.48631147]
   [0.39783812 0.72788775 0.5846216 ]
   [0.4700858  0.40721783 0.34751385]
   [0.66272837 0.9976141  0.10310668]
   [0.7495246  0.3361145  0.07793966]
   [0.7635796  0.98536474 0.03943306]
   [0.5544207  0.07334527 0.05383116]
   [0.734391   0.8294311  0.11233947]
   [0.40953678 0.4870603  0.07789084]
   [0.5568952  1.0028886  0.03848121]
   [0.49060094 0.6341543  0.02466881]
   [0.38922712 0.9081067  0.07939112]
   [0.7615413  0.96877277 0.02584454]
   [0.7489501  0.9912641  0.05279601]
   [0.66707337 0.0453397  0.02531537]]]]"
Image_10288.jpg,sitting,"[[[[0.25360575 0.50440353 0.79699063]
   [0.2434079  0.5210481  0.8665082 ]
   [0.2380669  0.4952006  0.889256  ]
   [0.2615581  0.53680074 0.87102216]
   [0.25181583 0.4766398  0.78718746]
   [0.33308718 0.56922156 0.7627567 ]
   [0.3313015  0.44288442 0.9075552 ]
   [0.37811643 0.6682313  0.64596057]
   [0.44949126 0.42868865 0.75958335]
   [0.38599303 0.7059006  0.582333  ]
   [0.5604495  0.39319733 0.73046637]
   [0.52944994 0.5723887  0.6946833 ]
   [0.554358   0.51055217 0.77655363]
   [0.5239745  0.6839228  0.2555036 ]
   [0.5371003  0.6837443  0.47250655]
   [0.6162395  0.7474787  0.24829444]
   [0.6421683  0.8412429  0.77562904]]]]"
Image_10311.jpg,sleeping,"[[[[0.4454787  0.6546656  0.47958034]
   [0.400197   0.70887095 0.627167  ]
   [0.45581853 0.49193338 0.3371537 ]
   [0.46761838 0.7882483  0.33149946]
   [0.5572736  0.3088243  0.11581555]
   [0.58761084 0.8901873  0.02769637]
   [0.25153595 0.13867322 0.22423655]
   [0.5900715  0.83905864 0.05452523]
   [0.677049   0.12735516 0.02242684]
   [0.4254315  0.52252084 0.00714141]
   [0.65411955 0.12726054 0.2646522 ]
   [0.71887755 0.7721566  0.01085877]
   [0.7120567  0.16463672 0.05144846]
   [0.2389491  0.67327654 0.01812747]
   [0.49762625 0.18667512 0.0158987 ]
   [0.445198   0.35867417 0.04820856]
   [0.6310758  0.13071291 0.15918595]]]]"
Image_10330.jpg,sitting,"[[[[0.49698392 0.33165574 0.5380779 ]
   [0.48537502 0.33578998 0.59236795]
   [0.48298165 0.32113683 0.4336066 ]
   [0.47522384 0.3255739  0.5590044 ]
   [0.4682607  0.2889855  0.5175197 ]
   [0.5357774  0.34245065 0.51187956]
   [0.5381689  0.2466074  0.49440086]
   [0.6093923  0.39325997 0.40671232]
   [0.6545646  0.2518979  0.46592414]
   [0.6205807  0.40504125 0.38943177]
   [0.6164376  0.3364043  0.21927676]
   [0.67788094 0.3786524  0.4159055 ]
   [0.69826066 0.31527215 0.344601  ]
   [0.68755984 0.45307267 0.22506392]
   [0.6915961  0.42329434 0.11472124]
   [0.7265081  0.47390676 0.06381351]
   [0.7045009  0.41176644 0.04215533]]]]"
Image_1035.jpg,sleeping,"[[[[0.40362284 0.34860027 0.70504487]
   [0.3890958  0.37634027 0.53185964]
   [0.37934375 0.32949588 0.5893984 ]
   [0.4177798  0.40999886 0.6961266 ]
   [0.39129922 0.3041878  0.6324164 ]
   [0.49115145 0.44588503 0.44558266]
   [0.46085533 0.24793199 0.667268  ]
   [0.55421096 0.6240009  0.6623802 ]
   [0.46408418 0.1805109  0.26464617]
   [0.47051147 0.53506595 0.68458325]
   [0.4514069  0.17164348 0.22330442]
   [0.57983035 0.39246383 0.10010183]
   [0.5495868  0.20703907 0.03360313]
   [0.55763626 0.64328724 0.09393254]
   [0.5229295  0.17962624 0.07403228]
   [0.61075395 0.85851026 0.34276465]
   [0.637217   0.1748508  0.00916868]]]]"
Image_10354.jpg,sleeping,"[[[[0.43495    0.4073431  0.57513833]
   [0.4188236  0.4202418  0.5331091 ]
   [0.41826138 0.39034742 0.5855208 ]
   [0.39969826 0.4388731  0.7057104 ]
   [0.4032495  0.37571558 0.64169925]
   [0.45402843 0.48199362 0.68800133]
   [0.43868762 0.35238004 0.5660329 ]
   [0.549779   0.50950557 0.9186595 ]
   [0.4983011  0.31131595 0.24053776]
   [0.5976576  0.4967898  0.5541849 ]
   [0.4557918  0.3357546  0.26053226]
   [0.6441948  0.45694068 0.4214046 ]
   [0.6430358  0.36534595 0.59876233]
   [0.6890832  0.54695517 0.4189261 ]
   [0.4781567  0.3089661  0.6903707 ]
   [0.74068534 0.58241993 0.42748135]
   [0.66637003 0.32301587 0.7127081 ]]]]"
Image_10361.jpg,sleeping,"[[[[0.21982042 0.38224196 0.7925521 ]
   [0.16830797 0.3942306  0.81664276]
   [0.18403454 0.32247603 0.7933484 ]
   [0.17976636 0.38806775 0.6358711 ]
   [0.21579708 0.22315742 0.79154754]
   [0.32102817 0.4665178  0.8925195 ]
   [0.43142828 0.12815703 0.8126712 ]
   [0.35511112 0.7192713  0.701077  ]
   [0.7047072  0.14700942 0.86446804]
   [0.10997321 0.51650286 0.8116163 ]
   [0.8039248  0.22298762 0.76332164]
   [0.80770487 0.544959   0.397744  ]
   [0.883962   0.31979313 0.3349085 ]
   [0.82714623 0.593367   0.04203331]
   [0.9958003  0.29950926 0.04156741]
   [0.77217776 0.5945299  0.10331279]
   [0.7670887  0.59054184 0.03661042]]]]"
Image_10363.jpg,sleeping,"[[[[0.6092282  0.2160855  0.3950503 ]
   [0.5681505  0.18991219 0.3723827 ]
   [0.58228916 0.1784488  0.3690839 ]
   [0.47891036 0.24513131 0.4401585 ]
   [0.50831735 0.21101913 0.3577016 ]
   [0.54234964 0.4037854  0.3966496 ]
   [0.51768297 0.38494647 0.49045548]
   [0.64040947 0.56999797 0.18094748]
   [0.60964376 0.5705424  0.08335587]
   [0.6775511  0.5453115  0.02044538]
   [0.5899933  0.57954866 0.03378192]
   [0.50725985 0.8380389  0.13134876]
   [0.50586575 0.8345165  0.14473462]
   [0.5181813  0.68025744 0.0123893 ]
   [0.4928932  0.7489326  0.02715278]
   [0.73311186 0.9929563  0.11375591]
   [0.5385669  0.87700343 0.03273416]]]]"
